No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
290,Southern,Monaragala,Wellawaya,2011-03-10,Gunshot,Male,10,Juvenile
291,Mahaweli,Polonnaruwa,Thamankaduwa,2011-03-10,Hakkapatas,Female,6,Juvenile
292,Eastern,Batticaloa,Koralai Pattu North,2011-03-11,Unknown,Male,20-25,Subadults and adults
293,Mahaweli,Trincomalee,Trincomalee Town and Gravets,2011-03-11,Train Accident,Female,10,Juvenile
294,Mahaweli,Polonnaruwa,Hingurakgoda,2011-03-13,Gunshot,Male,30,Subadults and adults
295,Mahaweli,Polonnaruwa,Thamankaduwa,2011-03-19,Gunshot,Male,35-40,Subadults and adults
296,Eastern,Batticaloa,Dimbulagala,2011-03-20,Gunshot,Male,25-30,Subadults and adults
297,Mahaweli,Polonnaruwa,Medirigiriya,2011-03-22,Gunshot,Male,10,Juvenile
298,Central,Badulla,Rideemaliyadda,2011-03-23,Accident,Male,35,Subadults and adults
299,Mahaweli,Polonnaruwa,Welikanda,2011-03-23,Hakkapatas,Male,25-30,Subadults and adults
300,Mahaweli,Trincomalee,Kantalai,2011-03-23,Gunshot,Female,30,Subadults and adults
301,Eastern,Monaragala,Siyambalanduwa,2011-03-24,Natural,Male,6 Months,Infant
302,North Western,Anuradhapura,Nachchadoowa,2011-03-28,Gunshot,Male,30,Subadults and adults
303,North Western,Anuradhapura,Kekirawa,2011-03-28,Other,Male,25-30,Subadults and adults
304,Mahaweli,Polonnaruwa,Dimbulagala,2011-03-29,Other,Male,17,Subadults and adults
305,Mahaweli,Polonnaruwa,Dimbulagala,2011-03-31,Electrocuted,Male,45,Subadults and adults
306,North Western,Anuradhapura,Kahatagasdigiliya,2011-03-31,Gunshot,Male,35,Subadults and adults
307,Eastern,Ampara,Uhana,2011-04-03,Electrocuted,Male,25-30,Subadults and adults
308,Mahaweli,Trincomalee,Trincomalee Town and Gravets,2011-04-05,Hakkapatas,Male,15-20,Subadults and adults
309,Eastern,Ampara,Pothuvil,2011-04-08,Electrocuted,Male,4.5 Months,Infant
310,YalaBundala,Hambantota,Thissamaharama,2011-04-09,Unknown,Unknown,Unknown,Unknown
311,Southern,Ratnapura,Weligepola,2011-04-10,Unknown,Male,40-45,Subadults and adults
312,Mahaweli,Polonnaruwa,Medirigiriya,2011-04-10,Unknown,Female,2,Calf
313,Mahaweli,Trincomalee,Morawewa,2011-04-10,Unknown,Male,15-18,Subadults and adults
314,Mahaweli,Trincomalee,Kinniya,2011-04-12,Unknown,Female,6-8,Juvenile
315,Mahaweli,Polonnaruwa,Lankapura,2011-04-13,Unknown,Unknown,15,Subadults and adults
316,Mahaweli,Polonnaruwa,Hingurakgoda,2011-04-13,Train Accident,Female,30-35,Subadults and adults
317,Southern,Hambantota,Hambantota,2011-04-13,Poisned,Female,20-25,Subadults and adults
318,Mahaweli,Polonnaruwa,Hingurakgoda,2011-04-13,Train Accident,Male,3,Calf
319,Southern,Hambantota,Hambantota,2011-04-14,Unknown,Male,Unknown,Unknown
320,North Western,Anuradhapura,Kekirawa,2011-04-15,Accident,Female,1.5,Calf
321,North Western,Mannar,Musali,2011-04-16,Land mine,Male,25,Subadults and adults
322,Eastern,Ampara,Koralai Pattu (Valachchenai),2011-04-17,Unknown,Female,35-40,Subadults and adults
323,Eastern,Batticaloa,Koralai Pattu (Valachchenai),2011-04-19,Poisned,Male,20-25,Subadults and adults
324,Mahaweli,Batticaloa,Koralai Pattu North,2011-04-20,Hakkapatas,Male,22-23,Subadults and adults
325,Mahaweli,Trincomalee,Morawewa,2011-04-20,Unknown,Male,25-30,Subadults and adults
326,North Western,Anuradhapura,Palagala,2011-04-21,Gunshot,Male,25,Subadults and adults
327,Mahaweli,Trincomalee,Kantalai,2011-04-21,Hakkapatas,Male,25-30,Subadults and adults
328,Eastern,Ampara,Lahugala,2011-04-23,Hakkapatas,Male,35-40,Subadults and adults
329,Central,Badulla,Kandaketiya,2011-04-24,Gunshot,Male,20,Subadults and adults
330,Mahaweli,Matale,Naula,2011-04-25,Accident,Male,30-35,Subadults and adults
331,North Western,Anuradhapura,Horowpothana,2011-04-29,Unknown,Female,4.5,Juvenile
332,Southern,Ratnapura,Embilipitiya,2011-04-30,Unknown,Unknown,4,Calf
333,North Western,Anuradhapura,Palagala,2011-04-30,Poisned,Female,40-44,Subadults and adults
334,Mahaweli,Trincomalee,Morawewa,2011-05-01,Hakkapatas,Male,12-15,Subadults and adults
335,YalaBundala,Monaragala,Katharagama,2011-05-02,Unknown,Male,15-16,Subadults and adults
336,Central,Kandy,Udadumbara,2011-05-03,Hakkapatas,Female,6,Juvenile
337,North Western,Anuradhapura,Thalawa,2011-05-04,Electrocuted,Male,42,Subadults and adults
338,North Western,Anuradhapura,Nochchiyagama,2011-05-05,Accident,Male,16-20,Subadults and adults
339,Southern,Monaragala,Buttala,2011-05-05,Electrocuted,Male,3.5,Calf
340,North Western,Anuradhapura,Thalawa,2011-05-07,Gunshot,Male,35,Subadults and adults
341,Mahaweli,Matale,Dambulla,2011-05-09,Body destroyed,Male,15-20,Subadults and adults
342,Mahaweli,Trincomalee,Gomarankadawala,2011-05-13,Hakkapatas,Female,15-20,Subadults and adults
343,Mahaweli,Trincomalee,Kantalai,2011-05-13,Gunshot,Female,20-25,Subadults and adults
344,Mahaweli,Trincomalee,Kantalai,2011-05-18,Hakkapatas,Male,4-5,Juvenile
345,Eastern,Batticaloa,Eravur Pattu,2011-05-18,Gunshot,Male,10-15,Unknown
346,Mahaweli,Trincomalee,Morawewa,2011-05-21,Hakkapatas,Female,25-30,Subadults and adults
347,North Western,Puttalam,Puttalam,2011-05-26,Poisned,Male,40,Subadults and adults
348,Mahaweli,Trincomalee,Morawewa,2011-05-28,Unknown,Unknown,7-8,Juvenile
349,Mahaweli,Trincomalee,Morawewa,2011-05-30,Hakkapatas,Female,20-25,Subadults and adults
350,Southern,Ratnapura,Embilipitiya,2011-05-31,Unknown,Unknown,Unknown,Unknown
351,Southern,Ratnapura,Embilipitiya,2011-05-31,Unknown,Unknown,Unknown,Unknown
352,Southern,Ratnapura,Embilipitiya,2011-05-31,Unknown,Unknown,4,Calf
353,North Western,Kurunegala,Galgamuwa,2011-06-01,Electrocuted,Male,35,Subadults and adults
354,Mahaweli,Polonnaruwa,Thamankaduwa,2011-06-09,Unknown,Male,18-20,Subadults and adults
355,Eastern,Batticaloa,Eravur Pattu,2011-06-10,Hakkapatas,Male,15-20,Subadults and adults
356,Mahaweli,Polonnaruwa,Welikanda,2011-06-11,Body destroyed,Female,16-17,Subadults and adults
357,North Western,Puttalam,Puttalam,2011-06-14,Body destroyed,Male,30,Subadults and adults
358,North Western,Kurunegala,Ambanpola,2011-06-17,Train Accident,Female,18,Subadults and adults
359,North Western,Kurunegala,Kurunegala,2011-06-17,Train Accident,Female,20,Subadults and adults
360,North Western,Kurunegala,Kurunegala,2011-06-17,Train Accident,Female,2-3,Calf
361,Eastern,Ampara,Mahaoya,2011-06-20,Gunshot,Male,40-45,Subadults and adults
362,Mahaweli,Ampara,Mahaoya,2011-06-22,Natural,Male,25,Subadults and adults
363,North Western,Anuradhapura,Thirappane,2011-06-23,Gunshot,Female,23-30,Subadults and adults
364,YalaBundala,Hambantota,Thissamaharama,2011-06-24,Other,Female,12-14,Subadults and adults
365,North Western,Kurunegala,Ehetuwewa,2011-06-25,Gunshot,Female,6,Juvenile
366,North Western,Kurunegala,Giribawa,2011-06-29,Gunshot,Female,30,Subadults and adults
367,Mahaweli,Matale,Wilgamuwa,2011-06-29,Unknown,Male,35-40,Subadults and adults
368,North Western,Vavuniya,Vavuniya North,2011-07-01,Gunshot,Male,25,Subadults and adults
369,Mahaweli,Matale,Wilgamuwa,2011-07-03,Gunshot,Male,25-30,Subadults and adults
370,North Western,Anuradhapura,Medawachchiya,2011-07-05,Gunshot,Male,22,Subadults and adults
371,Mahaweli,Badulla,Mahiyanganaya,2011-07-06,Gunshot,Male,30-35,Subadults and adults
372,Mahaweli,Polonnaruwa,Hingurakgoda,2011-07-08,Unknown,Unknown,20-25,Subadults and adults
373,North Western,Puttalam,Karuwalagaswewa,2011-07-08,Accident,Male,35,Subadults and adults
374,Mahaweli,Polonnaruwa,Thamankaduwa,2011-07-09,Other,Male,10-12,Juvenile
375,Mahaweli,Polonnaruwa,Elahera,2011-07-10,Unknown,Male,30-35,Subadults and adults
376,Mahaweli,Polonnaruwa,Thamankaduwa,2011-07-10,Unknown,Male,10-12,Juvenile
377,Mahaweli,Badulla,Mahiyanganaya,2011-07-13,Gunshot,Male,30-35,Subadults and adults
378,Mahaweli,Trincomalee,Kantalai,2011-07-14,Hakkapatas,Male,7-8,Juvenile
379,North Western,Kurunegala,Kotavehera,2011-07-14,Poisned,Female,25,Subadults and adults
380,YalaBundala,Hambantota,Thissamaharama,2011-07-16,Gunshot,Male,8,Juvenile
381,Mahaweli,Polonnaruwa,Medirigiriya,2011-07-17,Broken the Spinal,Male,25-30,Subadults and adults
382,North Western,Kurunegala,Kotavehera,2011-07-20,Poisned,Male,40,Subadults and adults
383,Eastern,Ampara,Mahaoya,2011-07-21,Gunshot,Male,15-20,Subadults and adults
384,Mahaweli,Polonnaruwa,Palugaswewa,2011-07-23,Unknown,Male,40-45,Subadults and adults
385,North Western,Kurunegala,Ehetuwewa,2011-07-23,Unknown,Female,30,Subadults and adults
386,Mahaweli,Trincomalee,Kuchchaveli,2011-07-24,Unknown,Unknown,20-25,Subadults and adults
387,Mahaweli,Polonnaruwa,Medirigiriya,2011-07-27,Unknown,Male,25-30,Subadults and adults
388,Southern,Badulla,Hildummulla,2011-07-28,Body destroyed,Unknown,25-30,Subadults and adults
389,Mahaweli,Badulla,Mahiyanganaya,2011-07-29,Hakkapatas,Male,20-25,Subadults and adults
390,Mahaweli,Polonnaruwa,Medirigiriya,2011-07-29,Hakkapatas,Male,20-25,Subadults and adults
391,North Western,Kurunegala,Galgamuwa,2011-07-30,Unknown,Female,25,Subadults and adults
392,North Western,Puttalam,Karuwalagaswewa,2011-08-03,Poisned,Female,25-30,Subadults and adults
393,Southern,Monaragala,Thanamalvila,2011-08-04,Gunshot,Male,25,Subadults and adults
394,North Western,Kurunegala,Ambanpola,2011-08-06,Poisned,Female,25,Subadults and adults
395,Southern,Hambantota,Lunugamvehera,2011-08-08,Unknown,Male,12,Juvenile
396,Mahaweli,Polonnaruwa,Dimbulagala,2011-08-12,Train Accident,Male,8-10,Juvenile
397,North Western,Anuradhapura,Horowpothana,2011-08-15,Unknown,Unknown,Unknown,Unknown
398,Eastern,Ampara,Mahaoya,2011-08-15,Poisned,Female,25-30,Subadults and adults
399,Eastern,Ampara,Damana,2011-08-20,Gunshot,Male,15-20,Subadults and adults
400,Eastern,Ampara,Damana,2011-08-20,Gunshot,Male,15-20,Subadults and adults
401,North Western,Anuradhapura,Palugaswewa,2011-08-22,Gunshot,Male,35-40,Subadults and adults
402,Eastern,Ampara,Samanthurai,2011-08-23,Poisned,Male,4-5,Juvenile
403,Eastern,Monaragala,Madulla,2011-08-23,Gunshot,Male,30-35,Subadults and adults
404,North Western,Vavuniya,Vavuniya,2011-08-23,Hakkapatas,Female,5-6,Juvenile
405,Mahaweli,Trincomalee,Morawewa,2011-08-24,Hakkapatas,Female,25-30,Subadults and adults
406,North Western,Anuradhapura,Horowpothana,2011-08-24,Unknown,Unknown,1,Calf
407,North Western,Anuradhapura,Kahatagasdigiliya,2011-08-25,Unknown,Male,3,Calf
408,North Western,Puttalam,Nawagattegama,2011-08-26,Unknown,Female,25,Subadults and adults
409,Southern,Hambantota,Lunugamvehera,2011-08-27,Unknown,Female,8,Juvenile
410,Mahaweli,Trincomalee,Kantalai,2011-08-28,Unknown,Male,20-25,Subadults and adults
411,YalaBundala,Monaragala,Buttala,2011-08-29,Natural,Male,1 Week,Infant
412,Eastern,Ampara,Uhana,2011-08-29,Other,Female,25-30,Subadults and adults
413,Southern,Ratnapura,Embilipitiya,2011-08-31,Unknown,Unknown,4,Calf
414,Mahaweli,Trincomalee,Morawewa,2011-09-01,Hakkapatas,Male,10-15,Unknown
415,North Western,Vavuniya,Padaviya,2011-09-02,Unknown,Female,Unknown,Unknown
416,Southern,Hambantota,Hambantota,2011-09-03,Electrocuted,Male,35,Subadults and adults
417,North Western,Anuradhapura,Horowpothana,2011-09-05,Injured,Unknown,6,Juvenile
418,North Western,Anuradhapura,Horowpothana,2011-09-06,Hakkapatas,Female,15-20,Subadults and adults
419,North Western,Anuradhapura,Horowpothana,2011-09-08,Hakkapatas,Male,7,Juvenile
420,North Western,Puttalam,Karuwalagaswewa,2011-09-09,Unknown,Unknown,6,Juvenile
421,North Western,Anuradhapura,Kahatagasdigiliya,2011-09-09,Injured,Male,3,Calf
422,Eastern,Ampara,Mahaoya,2011-09-13,Gunshot,Female,35-40,Subadults and adults
423,North Western,Kurunegala,Galgamuwa,2011-09-15,Gunshot,Male,40,Subadults and adults
424,Mahaweli,Trincomalee,Kantalai,2011-09-19,Gunshot,Male,10-12,Juvenile
425,Mahaweli,Polonnaruwa,Hingurakgoda,2011-09-20,Train Accident,Male,10-12,Juvenile
426,Mahaweli,Polonnaruwa,Hingurakgoda,2011-09-20,Train Accident,Male,9 Months,Infant
427,North Western,Anuradhapura,Palugaswewa,2011-09-28,Unknown,Male,8-9,Juvenile
428,Southern,Ratnapura,Embilipitiya,2011-09-30,Unknown,Unknown,4,Calf
429,North Western,Anuradhapura,Thirappane,2011-09-30,Injured,Female,45,Subadults and adults
430,Mahaweli,Polonnaruwa,Thamankaduwa,2011-10-01,Hakkapatas,Female,18,Subadults and adults
431,North Western,Anuradhapura,Unknown,2011-10-01,Unknown,Female,49,Subadults and adults
432,YalaBundala,Hambantota,Hambantota,2011-10-01,Natural,Female,5,Juvenile
433,Mahaweli,Matale,Dambulla,2011-10-01,Accident,Unknown,6-7,Juvenile
434,Mahaweli,Polonnaruwa,Dimbulagala,2011-10-04,Poisned,Male,35,Subadults and adults
435,North Western,Mannar,Musali,2011-10-05,Land mine,Unknown,20-25,Subadults and adults
436,North Western,Mannar,Musali,2011-10-05,Unknown,Unknown,3-4,Calf
437,Southern,Monaragala,Buttala,2011-10-05,Unknown,Female,18,Subadults and adults
438,Southern,Ratnapura,Weligepola,2011-10-05,Unknown,Male,25,Subadults and adults
439,North Western,Anuradhapura,Kekirawa,2011-10-06,Poisned,Male,4,Calf
440,North Western,Vavuniya,Vavuniya,2011-10-07,Unknown,Female,25,Subadults and adults
441,North Western,Anuradhapura,Unknown,2011-10-07,Other,Male,12-15,Subadults and adults
442,Southern,Ratnapura,Balangoda,2011-10-12,Natural,Female,30,Subadults and adults
443,North Western,Anuradhapura,Medawachchiya,2011-10-15,Unknown,Male,30,Subadults and adults
444,North Western,Anuradhapura,Horowpothana,2011-10-17,Hakkapatas,Female,28,Subadults and adults
445,North Western,Anuradhapura,Kekirawa,2011-10-17,Electrocuted,Male,5,Juvenile
446,North Western,Anuradhapura,Kekirawa,2011-10-19,Unknown,Male,7,Juvenile
447,Mahaweli,Polonnaruwa,Elahera,2011-10-23,Hakkapatas,Male,Unknown,Unknown
448,Mahaweli,Polonnaruwa,Dimbulagala,2011-10-24,Accident,Female,12,Juvenile
449,North Western,Anuradhapura,Thalawa,2011-10-26,Unknown,Male,30,Subadults and adults
450,North Western,Anuradhapura,Kekirawa,2011-10-27,Unknown,Female,25,Subadults and adults
451,Mahaweli,Ampara,Dehiattakandiya,2011-10-31,Unknown,Male,35-40,Subadults and adults
452,North Western,Puttalam,Puttalam,2011-11-01,Accident,Male,35,Subadults and adults
453,Eastern,Batticaloa,Eravur Pattu,2011-11-02,Hakkapatas,Male,25-28,Subadults and adults
454,Southern,Ratnapura,Balangoda,2011-11-04,Gunshot,Male,30-35,Subadults and adults
455,North Western,Anuradhapura,Kekirawa,2011-11-06,Hakkapatas,Male,6,Juvenile
456,North Western,Anuradhapura,Maha Vilachchiya,2011-11-07,Unknown,Male,Unknown,Unknown
457,North Western,Kurunegala,Galgamuwa,2011-11-08,Train Accident,Female,10,Juvenile
458,Mahaweli,Trincomalee,Seruvila,2011-11-09,Hakkapatas,Male,30-35,Subadults and adults
459,Mahaweli,Ampara,Mahaoya,2011-11-10,Hakkapatas,Male,25,Subadults and adults
460,Southern,Monaragala,Sevanagala,2011-11-11,Unknown,Unknown,Unknown,Unknown
461,Mahaweli,Trincomalee,Morawewa,2011-11-11,Hakkapatas,Female,30-35,Subadults and adults
462,Mahaweli,Trincomalee,Kuchchaveli,2011-11-12,Unknown,Female,30-35,Subadults and adults
463,Mahaweli,Polonnaruwa,Dimbulagala,2011-11-17,Unknown,Male,20,Subadults and adults
464,North Western,Mannar,Musali,2011-11-18,Unknown,Female,10-15,Unknown
465,Mahaweli,Trincomalee,Seruvila,2011-11-21,Hakkapatas,Male,30,Subadults and adults
466,YalaBundala,Hambantota,Thissamaharama,2011-11-22,Unknown,Male,30-35,Subadults and adults
467,Eastern,Monaragala,Siyambalanduwa,2011-11-24,Natural,Male,3-4,Calf
468,North Western,Anuradhapura,N. Palatha Central,2011-11-27,Poisned,Male,Unknown,Unknown
469,North Western,Kilinochchi,Oddusuddan,2011-11-29,Electrocuted,Male,18,Subadults and adults
470,Mahaweli,Polonnaruwa,Hingurakgoda,2011-12-02,Train Accident,Female,8-10,Juvenile
471,North Western,Puttalam,Puttalam,2011-12-02,Electrocuted,Unknown,15,Subadults and adults
472,Mahaweli,Matale,Wilgamuwa,2011-12-04,Natural,Male,45,Subadults and adults
473,Eastern,Ampara,Uhana,2011-12-06,Electrocuted,Male,25-30,Subadults and adults
474,Eastern,Ampara,Uhana,2011-12-06,Electrocuted,Male,25-30,Subadults and adults
475,Mahaweli,Polonnaruwa,Hingurakgoda,2011-12-09,Train Accident,Female,4-5,Juvenile
476,YalaBundala,Hambantota,Thissamaharama,2011-12-20,Accident,Female,25,Subadults and adults
477,North Western,Vavuniya,Vengalacheddiculam,2011-12-21,Hakkapatas,Male,Unknown,Unknown
478,Mahaweli,Trincomalee,Kantalai,2011-12-24,Hakkapatas,Male,15-20,Subadults and adults
479,Mahaweli,Polonnaruwa,Dimbulagala,2011-12-28,Unknown,Female,15,Subadults and adults
480,North Western,Mullaitivu,Maritimepattu,2011-12-28,Land mine,Male,35,Subadults and adults
481,Mahaweli,Trincomalee,Muttur,2011-12-28,Unknown,Male,15-20,Subadults and adults
482,North Western,Anuradhapura,Kekirawa,2011-12-31,Unknown,Male,30-35,Subadults and adults
483,North Western,Anuradhapura,Kebithigollewa,2012-01-01,Poisned,Male,35,Subadults and adults
484,Uva,Monaragala,Wellawaya,2012-01-01,Unknown,Unknown,20,Subadults and adults
485,Uva,Monaragala,Wellawaya,2012-01-01,Unknown,Male,Unknown,Unknown
486,Central,Nuwara Eliya,Walapane,2012-01-01,Unknown,Unknown,Unknown,Unknown
487,North Western,Kurunegala,Galgamuwa,2012-01-02,Unknown,Unknown,Unknown,Unknown
488,North Western,Mullaitivu,Oddusuddan,2012-01-07,Hakkapatas,Female,4 - 5,Juvenile
489,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-01-07,Unknown,Female,40 - 50,Subadults and adults
490,North Western,Anuradhapura,Kekirawa,2012-01-08,Hakkapatas,Unknown,05,Juvenile
491,North Western,Puttalam,Nawagattegama,2012-01-09,Gunshot,Male,Unknown,Unknown
492,North Western,Anuradhapura,N. Palatha Central,2012-01-10,Gunshot,Male,25 - 30,Subadults and adults
493,North Western,Vavuniya,Vavuniya North,2012-01-11,Electrocuted,Male,20 - 25,Subadults and adults
494,North Western,Puttalam,Karuwalagaswewa,2012-01-11,Gunshot,Male,Unknown,Unknown
495,Polonnaruwa,Trincomalee,Kantalai,2012-01-12,Unknown,Female,4 - 5,Juvenile
496,Southern,Monaragala,Wellawaya,2012-01-12,Gunshot,Female,25,Subadults and adults
497,North Western,Kurunegala,Polpithigama,2012-01-15,Gunshot,Male,35,Subadults and adults
498,Polonnaruwa,Trincomalee,Seruvila,2012-01-20,Gunshot,Female,7.5 - 8,Juvenile
499,Southern,Ratnapura,Embilipitiya,2012-01-26,Other,Female,2.5,Calf
500,North Western,Vavuniya,Vavuniya South,2012-01-27,Electrocuted,Male,20 - 25,Subadults and adults
501,North Western,Puttalam,Karuwalagaswewa,2012-01-29,Hakkapatas,Male,Unknown,Unknown
502,Southern,Ratnapura,Embilipitiya,2012-01-31,Natural,Female,Unknown,Unknown
503,North Western,Kurunegala,Giribawa,2012-02-02,Gunshot,Female,Unknown,Unknown
504,Polonnaruwa,Batticaloa,Koralai Pattu North,2012-02-06,Hakkapatas,Female,20,Subadults and adults
505,Southern,Monaragala,Wellawaya,2012-02-06,Unknown,Male,35,Subadults and adults
506,Eastern,Ampara,Damana,2012-02-06,Other,Unknown,7 Months,Infant
507,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-02-09,Train Accident,Female,20,Subadults and adults
508,Polonnaruwa,Polonnaruwa,Welikanda,2012-02-10,Unknown,Female,6.5 Months,Infant
509,Eastern,Ampara,Lahugala,2012-02-11,Unknown,Female,25 - 30,Subadults and adults
510,North Western,Puttalam,Karuwalagaswewa,2012-02-13,Accident,Female,20,Subadults and adults
511,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2012-02-15,Gunshot,Male,35,Subadults and adults
512,Southern,Monaragala,Thanamalvila,2012-02-15,Unknown,Female,45,Subadults and adults
513,North Western,Mannar,Musali,2012-02-16,Gunshot,Male,Unknown,Unknown
514,North Western,Anuradhapura,Maha Vilachchiya,2012-02-17,Poisned,Female,35,Subadults and adults
515,Polonnaruwa,Trincomalee,Morawewa,2012-02-18,Gunshot,Female,18 - 20,Subadults and adults
516,Polonnaruwa,Trincomalee,Kantalai,2012-02-18,Hakkapatas,Male,06,Juvenile
517,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-02-18,Electrocuted,Male,40 - 45,Subadults and adults
518,Eastern,Ampara,Ampara,2012-02-18,Other,Unknown,1.5 Months,Infant
519,North Western,Kurunegala,Ehetuwewa,2012-02-19,Land mine,Female,35 - 40,Subadults and adults
520,North Western,Vavuniya,Oddusuddan,2012-02-21,Land mine,Female,15 - 18,Subadults and adults
521,Polonnaruwa,Anuradhapura,Palugaswewa,2012-02-23,Train Accident,Male,20 - 25,Subadults and adults
522,YalaBundala,Hambantota,Lunugamvehera,2012-02-23,Gunshot,Male,25 - 30,Subadults and adults
523,North Western,Mannar,Nanaddan,2012-02-24,Gunshot,Female,20,Subadults and adults
524,Polonnaruwa,Trincomalee,Morawewa,2012-02-25,Hakkapatas,Male,04 - 05,Juvenile
525,Polonnaruwa,Ampara,Dehiattakandiya,2012-02-25,Gunshot,Male,40,Subadults and adults
526,Eastern,Batticaloa,Porativu Pattu,2012-02-26,Poisned,Male,25 - 30,Subadults and adults
527,Eastern,Ampara,Lahugala,2012-02-27,Unknown,Female,20 - 30,Subadults and adults
528,Eastern,Ampara,Ampara,2012-02-28,Other,Male,2 - 2.5,Calf
529,Southern,Ratnapura,Embilipitiya,2012-02-28,Natural,Male,Unknown,Unknown
530,Southern,Monaragala,Thanamalvila,2012-03-02,Electrocuted,Male,35,Subadults and adults
531,North Western,Puttalam,Nawagattegama,2012-03-02,Gunshot,Female,26 - 27,Subadults and adults
532,North Western,Anuradhapura,Medawachchiya,2012-03-11,Unknown,Male,10 - 15,Unknown
533,North Western,Mannar,Nanaddan,2012-03-12,Unknown,Female,20 - 25,Subadults and adults
534,Polonnaruwa,Trincomalee,Gomarankadawala,2012-03-14,Accident,Male,2 Weeks,Infant
535,Eastern,Ampara,Lahugala,2012-03-14,Hakkapatas,Male,15 - 20,Subadults and adults
536,North Western,Kurunegala,Galgamuwa,2012-03-14,Electrocuted,Male,25 - 30,Subadults and adults
537,North Western,Kurunegala,Galgamuwa,2012-03-14,Electrocuted,Female,20,Subadults and adults
538,YalaBundala,Hambantota,Thissamaharama,2012-03-16,Other,Male,50,Subadults and adults
539,North Western,Kurunegala,Polpithigama,2012-03-17,Train Accident,Female,30 - 35,Subadults and adults
540,Eastern,Ampara,Lahugala,2012-03-17,Hakkapatas,Female,20 - 25,Subadults and adults
541,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2012-03-20,Hakkapatas,Female,22 - 24,Subadults and adults
542,North Western,Puttalam,Nawagattegama,2012-03-21,Gunshot,Female,26,Subadults and adults
543,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-03-28,Unknown,Female,15,Subadults and adults
544,Polonnaruwa,Ampara,Dehiattakandiya,2012-03-30,Unknown,Male,35,Subadults and adults
545,Southern,Ratnapura,Embilipitiya,2012-03-31,Natural,Male,Unknown,Unknown
546,Polonnaruwa,Trincomalee,Morawewa,2012-03-31,Poisned,Female,30 - 35,Subadults and adults
547,Southern,Ratnapura,Embilipitiya,2012-03-31,Unknown,Unknown,0.5 Months,Infant
548,Southern,Hambantota,Hambantota,2012-04-01,Electrocuted,Female,30,Subadults and adults
549,North Western,Vavuniya,Vavuniya North,2012-04-03,Hakkapatas,Female,10,Juvenile
550,Polonnaruwa,Polonnaruwa,Dimbulagala,2012-04-04,Unknown,Male,02,Calf
551,Southern,Monaragala,Wellawaya,2012-04-05,Unknown,Female,35 - 40,Subadults and adults
552,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2012-04-05,Other,Female,15 - 20,Subadults and adults
553,North Western,Vavuniya,Vavuniya North,2012-04-06,Hakkapatas,Male,10,Juvenile
554,Polonnaruwa,Trincomalee,Kinniya,2012-04-07,Hakkapatas,Female,30 - 35,Subadults and adults
555,Polonnaruwa,Trincomalee,Kinniya,2012-04-08,Unknown,Female,10 - 15,Unknown
556,Polonnaruwa,Trincomalee,Unknown,2012-04-09,Unknown,Female,10 - 15,Unknown
557,Eastern,Ampara,Lahugala,2012-04-11,Natural,Female,70,Subadults and adults
558,Polonnaruwa,Matale,Naula,2012-04-15,Gunshot,Female,25 - 30,Subadults and adults
559,Polonnaruwa,Polonnaruwa,Dambulla,2012-04-15,Unknown,Male,Unknown,Unknown
560,North Western,Anuradhapura,Horowpothana,2012-04-16,Electrocuted,Male,35,Subadults and adults
561,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2012-04-16,Natural,Male,14 - 15,Subadults and adults
562,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-04-16,Hakkapatas,Unknown,30,Subadults and adults
563,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2012-04-18,Hakkapatas,Male,28 - 30,Subadults and adults
564,Southern,Monaragala,Hildummulla,2012-04-20,Unknown,Male,30,Subadults and adults
565,North Western,Anuradhapura,Horowpothana,2012-04-20,Hakkapatas,Male,5 - 6,Juvenile
566,Southern,Monaragala,Buttala,2012-04-22,Unknown,Male,35,Subadults and adults
567,Southern,Ratnapura,Balangoda,2012-04-23,Accident,Male,35 - 40,Subadults and adults
568,YalaBundala,Hambantota,Thissamaharama,2012-04-24,Gunshot,Male,45,Subadults and adults
569,North Western,Puttalam,Nawagattegama,2012-04-25,Unknown,Unknown,Unknown,Unknown
570,Polonnaruwa,Polonnaruwa,Hingurakgoda,2012-04-26,Unknown,Unknown,30,Subadults and adults
571,Polonnaruwa,Badulla,Mahiyanganaya,2012-04-26,Electrocuted,Male,35,Subadults and adults
572,Eastern,Ampara,Damana,2012-04-27,Gunshot,Female,40 - 45,Subadults and adults
573,North Western,Kurunegala,Polpithigama,2012-04-27,Injured,Female,20,Subadults and adults
574,Polonnaruwa,Badulla,Mahiyanganaya,2012-04-30,Unknown,Male,15,Subadults and adults
575,North Western,Anuradhapura,Kahatagasdigiliya,2012-05-03,Gunshot,Female,30,Subadults and adults
576,Polonnaruwa,Trincomalee,Gomarankadawala,2012-05-04,Unknown,Unknown,2 - 3,Calf
